lcd_id,lcd_version,url_type_id,url_id,"url","url_name",sort_order,last_updated,"url_description"
39004,6,1,1,"http://med.noridianmedicare.com/web/jeb/policies/lcd/open","Open Meeting Information",1,2021-05-11 16:20:43.563000000,""
39006,5,1,1,"http://med.noridianmedicare.com/web/jfb/policies/lcd/open","Open Meeting Information",1,2021-05-11 16:21:32.387000000,""
39010,4,1,1,"http://med.noridianmedicare.com/web/jeb/policies/lcd/open","Open Meeting Information",1,2021-05-11 20:04:32.153000000,""
39011,4,1,1,"http://med.noridianmedicare.com/web/jfb/policies/lcd/open","Open Meeting Information",1,2021-05-11 20:05:36.307000000,""
39014,6,1,1,"http://","",1,2021-06-15 20:14:25.477000000,""
39016,5,1,1,"http://","",1,2021-06-15 20:19:20.930000000,""
39022,10,1,1,"http://","",1,2021-06-15 20:15:26.020000000,""
39024,4,1,1,"https://www.palmettogba.com/palmetto/jma.nsf/DID/B7ML378465","Open Meeting Information",1,2021-07-14 14:39:04.340000000,""
39026,10,1,1,"http://","",1,2021-05-28 17:35:28.393000000,""
39035,7,1,1,"http://","",1,2021-05-26 15:58:28.957000000,""
39037,4,1,1,"http://","",1,2021-06-15 20:22:18.063000000,""
39039,2,1,1,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/",1,2021-05-10 15:08:28.177000000,"WPS Open Meetings"
39039,2,1,2,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/",2,2021-05-10 15:08:28.177000000,"WPS CAC Meeting"
39041,2,1,1,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/",1,2021-05-10 15:35:04.630000000,"WPS Open Meetings"
39041,2,1,2,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/",2,2021-05-10 15:35:04.630000000,"WPS CAC Meeting"
39043,2,1,1,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/",1,2021-05-10 16:30:15.330000000,"WPS Open Meetings"
39043,2,1,2,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/",2,2021-05-10 16:30:15.330000000,"WPS CAC Meeting"
39045,3,1,1,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/",1,2021-05-10 17:24:05.563000000,"WPS Open Meetings"
39050,2,1,1,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/",1,2021-05-17 13:11:39.960000000,"WPS Open Meetings "
39050,2,1,2,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/",2,2021-05-17 13:11:39.960000000,"WPS CAC Meeting "
39052,3,1,1,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/",1,2021-05-17 15:02:06.040000000,"WPS Open Meetings"
39052,3,1,2,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/",2,2021-05-17 15:02:06.040000000,"WPS CAC Meeting"
39053,2,1,1,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/",1,2021-05-17 14:29:02.223000000,"WPS Open Meetings"
39053,2,1,2,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/",2,2021-05-17 14:29:02.223000000,"WPS CAC Meeting"
39057,5,1,1,"https://med.noridianmedicare.com/web/jeb/policies/lcd/open","Open Meeting",1,2021-06-19 00:50:47.627000000,""
39059,4,1,1,"https://med.noridianmedicare.com/web/jfb/policies/lcd/open","Open Meeting",1,2021-06-19 00:57:25.720000000,""
39061,27,1,1,"http://","",1,2021-06-04 12:34:48.887000000,""
39062,14,1,1,"http://","",1,2021-06-04 12:41:17.803000000,""
39067,10,1,1,"http://","",1,2021-06-04 10:42:16.470000000,""
39069,16,1,1,"http://","",1,2021-06-04 12:35:37.853000000,""
39070,5,1,1,"http://","",1,2021-06-04 10:42:58.400000000,""
39072,6,1,1,"http://","",1,2021-06-04 12:42:10.027000000,""
39074,5,1,1,"http://","",1,2021-05-27 18:44:12.747000000,""
39076,3,1,1,"http://","",1,2021-05-27 18:43:14.300000000,""
39079,13,1,1,"https://www.palmettogba.com/palmetto/jmb.nsf/DID/B7ML3E2571","CAC Meeting Information",1,2021-07-14 17:15:15.340000000,""
39079,13,1,2,"https://www.palmettogba.com/palmetto/jmb.nsf/DID/B7ML3E2571","Open Meeting Information",2,2021-07-14 17:15:15.340000000,""
39081,7,1,1,"http://","",1,2021-07-23 10:37:13.793000000,""
39083,7,1,1,"http://","",1,2021-07-23 10:37:57.463000000,""
39085,8,1,1,"https://www.palmettogba.com/palmetto/jmb.nsf/DID/B7ML3E2571","Open Meeting Information",1,2021-09-17 15:00:04.347000000,""
39096,4,1,1,"http://","",1,2021-07-29 18:34:07.080000000,""
39097,4,1,1,"http://","",1,2021-07-29 18:34:52.520000000,""
39098,10,1,1,"http://","",1,2021-07-23 12:43:32.730000000,""
39099,8,1,1,"http://","",1,2021-07-23 12:45:41.270000000,""
39112,7,1,1,"http://","",1,2021-09-22 12:04:03.353000000,""
39119,3,1,1,"http://","",1,2021-09-01 13:29:27,""
39120,4,1,1,"http://","",1,2021-09-17 15:42:15.390000000,""
39122,3,1,1,"http://","",1,2021-09-22 16:59:29.257000000,""
39123,3,1,1,"http://","",1,2021-09-01 20:27:10.897000000,""
39156,3,1,1,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/",1,2021-09-22 12:00:29.780000000,"WPS Open Meetings"
39156,3,1,2,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/","https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/",2,2021-09-22 12:00:29.780000000,"WPS CAC Meeting"
39169,7,1,1,"http://","",1,2021-09-23 20:33:20.147000000,""
39170,11,1,1,"http://","",1,2021-09-24 18:09:13.693000000,""
39229,3,1,1,"http://","",1,2022-01-14 14:58:43.597000000,""
39231,3,1,1,"http://","",1,2022-01-14 15:05:38.400000000,""
39234,5,1,1,"http://","",1,2022-01-14 17:46:50.523000000,""
39235,4,1,1,"http://","",1,2022-01-14 17:49:57.803000000,""
39243,3,1,1,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/","WPS Open Meetings ",1,2022-01-19 13:43:24.250000000,""
39243,3,1,2,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/","WPS CAC Meeting ",2,2022-01-19 13:43:24.250000000,""
39246,3,1,1,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/open-meetings/","WPS Open Meetings ",1,2022-01-19 13:26:30.483000000,""
39246,3,1,2,"https://www.wpsgha.com/wps/portal/mac/site/policies/guides-and-resources/cac-meetings/","WPS CAC Meeting ",2,2022-01-19 13:26:30.487000000,""
