lcd_id,lcd_version,meeting_id,meeting_date,"meeting_info",sort_order,last_updated
38679,2,2,2020-06-18 00:00:00,"<p>J5 via Teleconference</p>",2,2020-05-19 18:36:38.507000000
38679,2,3,2020-06-22 00:00:00,"<p>J8 via Teleconference</p>",3,2020-05-19 18:36:38.507000000
38683,2,1,2020-06-17 00:00:00,"<p>Teleconference</p>",1,2020-05-20 13:55:30.230000000
38683,2,2,2020-06-18 00:00:00,"<p>J5 CAC Teleconference</p>",2,2020-05-20 13:55:30.230000000
38683,2,3,2020-06-22 00:00:00,"<p>J8 CAC Teleconference</p>",3,2020-05-20 13:55:30.230000000
38736,6,1,2020-11-02 00:00:00,"<p>Teleconference</p>",1,2020-08-28 15:22:51.247000000
38770,7,1,2020-10-13 00:00:00,"<p>Please see the CGS website for upcoming meeting information.</p>",1,2020-09-11 22:56:00.193000000
38770,7,2,2020-10-13 00:00:00,"<p>Please see the CGS website for upcoming meeting information.</p>",2,2020-09-11 22:56:00.197000000
38778,7,1,2020-11-02 00:00:00,"",1,2020-09-18 14:42:41.233000000
38788,21,1,2020-10-15 00:00:00,"<p>Teleconference</p>
<p>12:00-4:00 PM CT</p>
<p>1:00-5:00 PM ET</p>
<p>&nbsp;</p>",1,2020-09-16 21:20:28.287000000
38788,21,2,2020-05-28 00:00:00,"<p>Multijurisdictional CAC Meeting: LCD Evidentiary Discussion Regarding Facet Joint and Medial Nerve Branch Procedures 5/28/2020 via teleconference hosted by: CGS Administrators, First Coast Service Options, National Government Services, Noridian Healthcare Solutions, Palmetto GBA, Wisconsin Physician Service Insurance Corporation.</p>
<p>&nbsp;</p>",2,2020-09-16 21:20:28.290000000
38800,8,1,2020-10-21 00:00:00,"<p>Teleconference Only</p>",1,2020-09-18 23:40:34.493000000
38802,6,1,2020-10-21 00:00:00,"<p>Teleconference Only</p>",1,2020-09-19 02:14:36.950000000
38813,4,1,2020-10-28 00:00:00,"<p>Teleconference Only</p>",1,2020-09-23 16:12:59.863000000
38815,3,1,2020-10-28 00:00:00,"<p>Teleconference Only</p>",1,2020-09-23 16:14:12.890000000
38821,3,1,2020-10-13 00:00:00,"<p>Open meeting will be virtual on October 13, 2020 between 3:00-4:00 pm. Please see the CGS website for additional information.</p>",1,2020-09-24 14:21:09.500000000
38834,2,1,2020-10-14 00:00:00,"<p>J5 and J8</p>",1,2020-09-22 19:54:21.103000000
38834,2,2,2020-10-15 00:00:00,"<p>J5 Teleconference</p>",2,2020-09-22 19:54:21.107000000
38834,2,3,2020-10-19 00:00:00,"<p>J8 Teleconference</p>",3,2020-09-22 19:54:21.110000000
38836,2,1,2020-10-14 00:00:00,"<p>J5 and J8 Telephonic Only</p>",1,2020-09-23 14:55:57.590000000
38836,2,2,2020-10-15 00:00:00,"<p>J5 Telephonic only</p>",2,2020-09-23 14:55:57.590000000
38836,2,3,2020-10-19 00:00:00,"<p>J8 Telephonic Only</p>",3,2020-09-23 14:55:57.590000000
38838,2,1,2020-10-14 00:00:00,"<p>J5 and J8<br />Teleconference Only</p>",1,2020-09-23 15:43:21.470000000
38838,2,2,2020-10-15 00:00:00,"<p>J5 Teleconference</p>",2,2020-09-23 15:43:21.470000000
38838,2,3,2020-10-19 00:00:00,"<p>J8 Teleconference</p>",3,2020-09-23 15:43:21.470000000
38840,2,1,2020-10-14 00:00:00,"<p>J5 and J8<br />Telephonic</p>",1,2020-09-23 16:42:43.070000000
38840,2,2,2020-10-15 00:00:00,"<p>J5 <br />Telephonic</p>",2,2020-09-23 16:42:43.070000000
38840,2,3,2020-10-19 00:00:00,"<p>J8 <br />Telephonic</p>",3,2020-09-23 16:42:43.070000000
38842,33,1,2020-11-12 00:00:00,"<p>The open meeting is a meeting for MAC JN.</p>
<p><strong>Location of Meeting</strong>:</p>
<p>Teleconference Only</p>
<p><strong>Time of Meeting</strong>:</p>
<p>1:00 pm ET</p>
<p><strong>Link to MAC Website:<br /></strong>JN - <a href=""https://protect2.fireeye.com/url?k=85ade9c6-d9f9c0ed-85add8f9-0cc47a6d17cc-4537a475a7483d64&amp;u=https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"">https://protect2.fireeye.com/url?k=074238d2-5b1611f9-074209ed-0cc47a6d17cc-83779d434d1a65e5&amp;u=https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>
<p><strong>&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>",1,2020-10-23 11:41:57.543000000
38845,17,1,2020-11-13 00:00:00,"<p>The open meeting is a meeting for MAC JH and JL.</p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference Only</p>
<p><strong>Time of Meeting:</strong></p>
<p>10am ET</p>
<p>9am CT</p>
<p>8am MT</p>
<p><strong>Link to MAC Website:</strong></p>
<p>JL - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a></p>
<p>JH <strong>-</strong> <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2020-10-23 11:44:13.760000000
38849,8,1,2020-11-13 00:00:00,"<p><strong>The open meeting is a meeting for MAC JH and JL.</strong></p>
<p><strong>Location of Meeting</strong>: <br />Teleconference Only</p>
<p><strong>Time of Meeting</strong>: <br />10am ET <br />9am CT <br />8am MT</p>
<p><strong>Link to MAC Website</strong>:</p>
<p><a href=""https://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">JL - http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a></p>
<p><a href=""https://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">JH - http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2020-10-23 13:45:04.643000000
38850,9,1,2020-11-12 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN. </strong></p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference only</p>
<p><strong>Time of Meeting:</strong></p>
<p>1pm ET</p>
<p><strong>Link to JN website:</strong>&nbsp;</p>
<p><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>",1,2020-10-23 13:46:27.077000000
38853,7,1,2021-02-24 00:00:00,"<p>Virtual Meeting: 12:00-4:00 p.m. CT, 1:00-5:00 p.m. ET</p>
<p>&nbsp;</p>",1,2021-01-27 12:25:02.853000000
38876,10,1,2021-01-14 00:00:00,"<p><strong>The open meeting is a meeting for MAC JH and JL. </strong></p>
<p><strong>Location of Meeting: </strong><br />Teleconference Only</p>
<p><strong>Time of Meeting: </strong><br />10am ET <br />9am CT <br />8am MT</p>
<p><strong>Link to MAC Website: </strong></p>
<p><a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">JL - http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707 </a></p>
<p><a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">JH - http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2021-01-08 14:47:34.990000000
38877,4,1,2021-01-14 00:00:00,"<p><strong>The Open Meeting for Florida, Puerto Rico, and U.S. Virgin Islands will be teleconference only. </strong></p>
<p><strong>Time of Meeting:</strong> 1pm ET </p>
<p><strong>Link to JN website:</strong> <a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>",1,2021-01-08 14:48:18.247000000
38897,8,1,2021-01-19 00:00:00,"<p>Virtual Meeting<br />Registration: <br /><a href=""https://attendee.gotowebinar.com/register/6658198626286641934"">https://attendee.gotowebinar.com/register/6658198626286641934</a>&nbsp; <br />Time: 11:00 AM EST<br />Phone Number: 1- 877-309-2071 <br />Access Code: 846-470-307</p>",1,2020-12-11 14:35:17.617000000
38900,8,1,2021-01-19 00:00:00,"<p>Virtual Meeting <br />Registration: <a href=""https://attendee.gotowebinar.com/register/6658198626286641934"">https://attendee.gotowebinar.com/register/6658198626286641934</a> <br />Time: 11:00 AM EST<br />Phone Number: 1- 877-309-2071 <br />Access Code: 846-470-307</p>",1,2020-12-10 19:29:42.500000000
38901,11,1,2021-02-24 00:00:00,"<p>Teleconference Only</p>",1,2021-01-22 22:36:55.863000000
38903,5,1,2021-02-24 00:00:00,"<p>Teleconference only</p>",1,2021-01-22 23:04:24.767000000
38912,7,1,2021-01-29 00:00:00,"<p><strong>The open meeting is a meeting for MAC JH and JL. </strong></p>
<p><strong>Location of Meeting: </strong><br />Teleconference Only</p>
<p><strong>Time of Meeting: </strong><br />10am ET <br />9am CT <br />8am MT</p>
<p><strong>Link to MAC Website: </strong><br /><a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707%20"" target=""_blank"" rel=""noopener"">JL - http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707 </a><br /><a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">JH - http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2021-01-08 15:54:10.847000000
38913,6,1,2021-01-28 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN. </strong></p>
<p><strong>Location of Meeting: </strong><br />Teleconference only</p>
<p><strong>Time of Meeting: </strong><br /><strong>1pm ET </strong></p>
<p><strong>Link to JN website: </strong><br /><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>",1,2021-01-08 15:55:41.957000000
38915,7,1,2021-01-29 00:00:00,"<p><strong>The open meeting is a meeting for MAC JH and JL. </strong></p>
<p><strong>Location of Meeting: </strong><br />Webinar/Teleconference Only</p>
<p><strong>Time of Meeting: </strong><br />10am ET <br />9am CT <br />8am MT</p>
<p><strong>Link to MAC Website: </strong></p>
<p><a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">JL - http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707 </a></p>
<p><a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">JH - http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2021-01-08 14:51:27.680000000
38917,7,1,2021-01-28 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN</strong></p>
<p><strong>Time of Meeting<br /></strong>1pm ET</p>
<p><strong>Link to MAC Webite:<br /></strong><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>",1,2021-01-08 14:52:31.290000000
38919,6,1,2021-02-23 00:00:00,"<p>Please see the website for more information.</p>",1,2021-02-03 13:07:21.903000000
38921,16,1,2021-01-29 00:00:00,"<p>The open meeting is a meeting for MAC JH and JL.</p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference/Webinar Only</p>
<p><strong>Time of Meeting:</strong></p>
<p>10am ET</p>
<p>9am CT</p>
<p>8am MT</p>
<p><strong>Link to MAC Website:</strong></p>
<p>JL - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a></p>
<p>JH <strong>-</strong> <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2021-01-08 19:41:16.370000000
38922,16,1,2021-01-29 00:00:00,"<p>The open meeting is a meeting for MAC JH and JL.<br /><br /><strong>Location of Meeting:</strong> Teleconference/Webinar Only <br /><br /><strong>Time of Meeting:</strong> <br /><br />10am ET <br /><br />9am CT <br /><br />8am MT <br /><br /><strong>Link to MAC Website:<br /><br /></strong> JL - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a></p>
<p><span style=""line-height: 107%;"">JH <strong>-</strong> <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></span></p>",1,2021-01-08 19:38:35.390000000
38925,6,1,2021-01-28 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN. </strong></p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference/Webinar only</p>
<p><strong>Time of Meeting:</strong></p>
<p>1pm ET</p>
<p><strong>Link to JN website:</strong></p>
<p><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>",1,2021-01-08 19:39:57.390000000
38927,11,1,2021-01-28 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN. </strong></p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference/Webinar only</p>
<p><strong>Time of Meeting:</strong></p>
<p>1pm ET</p>
<p><strong>Link to JN website:</strong></p>
<p><span style=""line-height: 107%;""><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></span></p>",1,2021-01-08 19:52:31.267000000
38928,18,1,2021-01-29 00:00:00,"<p>The open meeting is a meeting for MAC JH and JL.</p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference/Webinar Only</p>
<p><strong>Time of Meeting:</strong></p>
<p>10am ET</p>
<p>9am CT</p>
<p>8am MT</p>
<p><strong>Link to MAC Website:</strong></p>
<p>JL - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a></p>
<p>JH <strong>-</strong> <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2021-01-08 19:44:34.323000000
38931,10,1,2021-01-28 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN. </strong></p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference/Webinar only</p>
<p><strong>Time of Meeting:</strong></p>
<p>1pm ET</p>
<p><strong>Link to JN website:</strong></p>
<p><span style=""line-height: 107%;""><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></span></p>",1,2021-01-08 19:45:36.287000000
38936,5,1,2021-02-24 00:00:00,"<p style=""line-height: normal;"">Virtual Meeting: 12:00-4:00 p.m. CT, 1:00-5:00 p.m. ET</p>",1,2021-01-27 12:19:06.200000000
38940,5,1,2021-02-24 00:00:00,"<p style=""line-height: normal;"">02/24/2021</p>
<p style=""line-height: normal;"">Virtual Meeting: 12:00-4:00 p.m. CT, 1:00-5:00 p.m. ET</p>
<p style=""line-height: normal;"">&nbsp;</p>",1,2021-01-27 21:51:28.277000000
38949,7,1,2021-03-30 00:00:00,"<p>Virtual Meeting <br />Registration:<span style=""font-size: 10.0pt; font-family: 'Segoe UI',sans-serif;""><a href=""https://cvent.me/mA7yNB"">https://cvent.me/mA7yNB</a></span> <br />Time: 10 AM EDT <br />Phone Number: 1-877-309-2074<br />Access Code: 946-092-559<br /><br /></p>",1,2021-02-18 13:13:03.633000000
38950,8,1,2021-03-30 00:00:00,"<p><span style=""line-height: 115%;"">Virtual Meeting<br />Registration: </span><a href=""https://cvent.me/mA7yNB"">https://cvent.me/mA7yNB</a><br /><span style=""line-height: 115%;"">Time: 10 a.m. EDT<br /></span>Phone Number: 1-877-309-2074<br />Access Code: 946-092-559</p>
<p><span style=""line-height: 115%;"">&nbsp;</span></p>",1,2021-02-19 15:46:26.253000000
38951,8,1,2021-03-30 00:00:00,"<p>Virtual Meeting<br />Registration: <a href=""https://cvent.me/mA7yNB"">https://cvent.me/mA7yNB</a><br />Time: 10 a.m. EDT<br />Phone Number: 1-877-309-2074<br />Access Code: 946-092-559</p>",1,2021-02-19 15:33:45.917000000
38952,9,1,2021-03-30 00:00:00,"<p>Virtual Meeting<br />Registration: <a href=""https://cvent.me/mA7yNB"">https://cvent.me/mA7yNB</a>&nbsp;<br />Time: 12 p.m. EDT<br />Phone Number: 1-877-309-2074<br />Access Code: 742-599-880</p>",1,2021-02-19 16:31:31.980000000
38954,10,1,2021-03-30 00:00:00,"<p>Virtual Meeting <br />Registration: <a href=""https://cvent.me/mA7yNB"">https://cvent.me/mA7yNB</a>&nbsp;<br />Time: 12:00 PM EDT<br />Phone Number: 1-877-309-2074<br />Access Code: 742-599-880</p>",1,2021-02-19 14:46:13.133000000
38965,3,1,2021-06-28 00:00:00,"<p>Columbia</p>",1,2021-05-14 16:52:01.233000000
38967,4,1,2021-06-24 00:00:00,"<p>Virtual Meeting: 12:00-4:00 p.m. CT, 1:00-5:00 p.m. ET</p>
<p>&nbsp;</p>",1,2021-05-26 12:15:31.930000000
38969,3,1,2021-06-28 00:00:00,"<p>Columbia</p>",1,2021-05-14 15:44:29.620000000
38971,4,1,2021-06-24 00:00:00,"<p>Teleconference Only.</p>
<p>2:00-5:00 PM CDT</p>",1,2021-05-13 00:35:47.590000000
38973,4,1,2021-06-24 00:00:00,"<p>Teleconference Only.</p>
<p>2:00-5:00 PM CDT</p>",1,2021-05-13 01:20:52.993000000
38979,4,1,2021-06-28 00:00:00,"<p>Columbia</p>",1,2021-05-14 15:45:17.470000000
38984,7,1,2021-06-28 00:00:00,"<p>Columbia</p>",1,2021-05-14 16:47:16.760000000
38986,5,1,2021-06-28 00:00:00,"<p>Columbia</p>",1,2021-05-14 16:54:58.757000000
38987,11,1,2021-06-28 00:00:00,"<p>Teleconference</p>",1,2021-05-14 16:48:22.950000000
38987,11,2,2021-01-11 00:00:00,"<p>Multi-jurisdictional teleconference hosted by Noridian</p>",2,2021-05-14 16:48:22.950000000
38991,5,1,2021-07-13 00:00:00,"<p>Please review the website for more information.<br data-mce-bogus=""1""></p>",1,2021-06-15 19:54:50.863000000
38993,7,1,2021-06-28 00:00:00,"<p>Open Meetings for JJ and JM Jurisdictions</p>",1,2021-05-14 15:43:53.103000000
38993,7,2,2021-02-11 00:00:00,"<p>Multi-jurisdictional CAC</p>",2,2021-05-14 15:43:53.107000000
38995,4,1,2021-07-13 00:00:00,"<p>Open meeting for Kentucky and Ohio will be held jointly. Please see the CGS website for the time and address for the meeting.</p>",1,2021-06-16 13:58:48.927000000
38996,5,1,2021-07-13 00:00:00,"<p>Open meeting for Kentucky and Ohio will be held jointly on July 13, 2021. Please see the CGS website for the time and address for the meeting.</p>",1,2021-06-16 13:56:52.040000000
38998,4,1,2021-06-03 00:00:00,"<p>Teleconference Only</p>",1,2021-05-11 22:02:31.643000000
38999,3,1,2021-06-03 00:00:00,"<p>Teleconference Only</p>",1,2021-05-11 22:16:34.210000000
39000,3,1,2021-06-24 00:00:00,"<p>Teleconference Only.</p>
<p>2:00 - 5:00 PM CDT</p>",1,2021-05-13 22:24:54.410000000
39002,3,1,2021-06-24 00:00:00,"<p>Teleconference Only.</p>
<p>2:00 - 5:00 PM CDT</p>",1,2021-05-14 06:44:43.233000000
39004,6,1,2021-06-24 00:00:00,"<p>Teleconference Only</p>
<p>2:00-5:00 PM CDT</p>",1,2021-05-11 16:20:43.557000000
39006,5,1,2021-06-24 00:00:00,"<p>Teleconference Only</p>
<p>2:00-5:00 PM CDT</p>",1,2021-05-11 16:21:32.387000000
39010,4,1,2021-06-24 00:00:00,"<p>Teleconference only</p>
<p>2:00-5:00 PT CDT</p>",1,2021-05-11 20:04:32.150000000
39011,4,1,2021-06-24 00:00:00,"<p>Teleconference Only</p>
<p>2:00-5:00 PM CDT</p>",1,2021-05-11 20:05:36.303000000
39014,6,1,2021-07-13 00:00:00,"<p>Please review the website for more information.</p>",1,2021-06-15 20:14:25.473000000
39014,6,2,2021-02-11 00:00:00,"<p>Multi-Jurisdictional Contractor Advisory Committee (CAC) This was held 2/11/2021 Audio, transcript and voting can available at: <a href=""https://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00234706"">https://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00234706</a></p>",2,2021-06-15 20:14:25.477000000
39016,5,1,2021-07-13 00:00:00,"<p>Please review the CGS website for more information.</p>",1,2021-06-15 20:19:20.930000000
39022,10,1,2021-07-13 00:00:00,"<p>Please see the CGS website for the time and address for the meeting.</p>",1,2021-06-15 20:15:26.013000000
39022,10,2,2021-03-10 00:00:00,"<p>The Contractor Advisory Committee (CAC) held a meeting at 3:30 PM ET on March 10, 2021.</p>
<p>The audio, transcript and voting results are available at the following link: www.cgsmedicare.com/partb/medicalpolicy/lcd_discussion_recordings.html</p>",2,2021-06-15 20:15:26.020000000
39024,4,1,2021-08-02 00:00:00,"<p>Columbia</p>",1,2021-07-14 14:39:04.333000000
39026,10,1,2021-06-24 00:00:00,"<p style=""line-height: normal;"">Virtual Meeting:</p>
<p style=""line-height: normal;"">12:00-4:00 p.m. CT</p>
<p style=""line-height: normal;"">1:00-5:00 p.m. ET</p>",1,2021-05-28 17:35:28.387000000
39035,7,1,2021-06-24 00:00:00,"<p>Virtual Meeting:</p>
<p>12:00-4:00 p.m. CT</p>
<p>1:00-5:00 p.m. ET</p>",1,2021-05-26 15:58:28.950000000
39035,7,2,2021-02-11 00:00:00,"<p><span style=""line-height: 107%;"">Multi-Jurisdictional Contractor Advisory Committee (CAC) was held 2/11/2021. The audio, transcript and voting is available at: <a href=""https://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00234706"">https://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00234706</a></span></p>",2,2021-05-26 15:58:28.953000000
39037,4,1,2021-01-11 00:00:00,"<p>The Contractor Advisory Committee (CAC) held a webinar meeting at 2:00 PM CT on January 11, 2021.</p>
<p>The audio, transcript and voting results are available at the following link: www.cgsmedicare.com/partb/medicalpolicy/lcd_discussion_recordings.html</p>",1,2021-06-15 20:22:18.060000000
39037,4,2,2021-07-13 00:00:00,"<p>Please review the CGS website for more information.</p>",2,2021-06-15 20:22:18.063000000
39039,2,1,2021-06-16 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2021-05-10 15:08:28.170000000
39039,2,2,2021-06-17 00:00:00,"<p>J5 Teleconference</p>",2,2021-05-10 15:08:28.170000000
39039,2,3,2021-06-28 00:00:00,"<p>J8 Teleconference</p>",3,2021-05-10 15:08:28.173000000
39041,2,1,2021-06-16 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2021-05-10 15:35:04.623000000
39041,2,2,2021-06-17 00:00:00,"<p>J5 Teleconference</p>",2,2021-05-10 15:35:04.627000000
39041,2,3,2021-06-28 00:00:00,"<p>J8 Teleconference</p>",3,2021-05-10 15:35:04.627000000
